,neighbourhood_cleansed,review_scores_cleanliness,review_scores_checkin,availability_60,host_total_listings_count,maximum_nights,review_scores_communication,beds,calculated_host_listings_count_entire_homes,review_scores_rating,number_of_reviews,bedrooms,calculated_host_listings_count_private_rooms,number_of_reviews_l30d,review_scores_value,availability_30,review_scores_location,availability_90,accommodates,host_listings_count,number_of_reviews_ltm,latitude,minimum_nights,availability_365,calculated_host_listings_count,price,review_scores_accuracy,longitude
119,el Raval,4.81,4.86,0,4.0,90,4.78,1.0,0.0,4.83,37.0,2.0,2.0,0.0,4.84,0,4.89,3,2.0,4.0,2.0,41.3757,31.0,278,2.0,19.0,4.84,2.17101
120,el Raval,4.61,4.84,7,9.0,600,4.91,6.0,6.0,4.68,69.0,2.0,0.0,1.0,4.46,1,4.51,17,6.0,6.0,3.0,41.37779,6.0,256,6.0,311.0,4.61,2.16729
121,el Raval,4.71,4.9,7,9.0,60,4.93,3.0,6.0,4.88,41.0,2.0,0.0,0.0,4.68,2,4.73,14,5.0,6.0,6.0,41.37701,6.0,253,6.0,195.0,4.88,2.16663
122,el Fort Pienc,4.81,4.78,4,16.0,365,4.76,4.0,14.0,4.69,90.0,3.0,0.0,0.0,4.57,0,4.78,30,6.0,14.0,7.0,41.40012,2.0,181,14.0,321.0,4.66,2.1756
123,el Raval,4.7,4.66,60,12.0,1125,4.77,2.0,5.0,4.19,18.0,2.0,0.0,0.0,4.38,30,4.8,90,3.0,10.0,0.0,41.37949,45.0,365,5.0,133.4,4.34,2.16387
124,el Poble Sec,4.86,4.95,0,2.0,365,4.99,1.0,1.0,4.89,18.0,1.0,0.0,0.3,4.8,0,4.89,0,2.0,2.0,27.0,41.3724,3.0,0,1.0,150.0,4.94,2.1648
125,la Vila de Gràcia,4.76,4.97,4,1.0,1125,4.98,3.0,1.0,4.79,18.0,2.0,0.0,1.0,4.75,1,4.92,21,4.0,1.0,33.0,41.398,2.0,222,1.0,120.0,4.84,2.1553
126,Sants,4.59,4.88,0,1.0,110,4.9,2.0,1.0,4.81,61.0,2.0,0.0,0.0,4.76,0,4.62,0,4.0,1.0,2.0,41.37364,30.0,0,1.0,128.0,4.83,2.13906
127,el Fort Pienc,4.7,4.79,18,1.0,130,4.86,2.0,1.0,4.65,106.0,1.0,0.0,2.0,4.37,0,4.82,48,3.0,1.0,24.0,41.39970016479492,8.0,323,1.0,290.0,4.82,2.1748878955841064
128,el Fort Pienc,4.82,4.74,14,16.0,360,4.68,6.0,14.0,4.69,18.0,1.5,0.0,0.0,4.69,11,4.74,33,3.0,14.0,7.0,41.4003,2.0,166,14.0,133.4,4.76,2.17502
129,la Vila Olímpica del Poblenou,4.69,4.88,10,4.0,365,4.92,4.0,1.0,4.76,51.0,2.0,0.0,2.0,4.65,0,4.88,40,5.0,2.0,11.0,41.39095,3.0,304,1.0,133.4,4.75,2.1964
130,la Dreta de l'Eixample,4.81,4.88,6,23.0,60,4.92,5.0,13.0,4.81,18.0,1.5,0.0,0.3,4.79,0,4.87,25,3.0,13.0,6.7,41.39506,2.0,294,13.0,309.0,4.87,2.17308
131,l'Antiga Esquerra de l'Eixample,4.58,4.71,8,47.0,1125,4.81,4.0,45.0,4.61,18.0,3.0,0.0,1.0,4.61,4,4.85,21,5.0,45.0,6.7,41.3888,3.0,64,45.0,256.0,4.72,2.15898
132,la Dreta de l'Eixample,4.84,4.81,9,1.0,160,4.8,2.0,1.0,4.78,18.0,2.0,0.0,0.3,4.72,5,4.89,10,4.0,1.0,23.0,41.39646,3.0,209,1.0,245.0,4.83,2.17132
133,Sant Antoni,4.58,4.93,0,2.0,1125,4.85,2.0,0.0,4.63,18.0,1.0,2.0,0.0,4.64,0,4.85,0,2.0,2.0,0.0,41.37806,13.5,0,2.0,128.0,4.82,2.16012
134,la Vila de Gràcia,4.78,4.9,41,3.0,90,4.81,0.0,0.0,4.73,18.0,1.0,3.0,0.0,4.68,11,4.94,71,2.0,3.0,0.0,41.39807,31.0,346,3.0,45.0,4.86,2.15483
135,Sant Antoni,4.92,4.95,24,6.0,45,4.97,2.2,3.0,4.94,18.0,1.5,0.0,0.3,4.85,4,4.84,54,3.0,5.0,6.7,41.37535,3.0,200,3.0,341.0,4.92,2.16727
136,la Sagrada Família,4.47,4.43,24,19.0,30,4.65,2.2,19.0,4.39,99.0,1.5,0.0,2.0,4.41,5,4.89,54,3.0,19.0,13.0,41.40653,2.0,112,19.0,265.0,4.44,2.1746
137,el Fort Pienc,4.88,4.81,13,2.0,30,4.86,1.0,1.0,4.76,18.0,1.0,0.0,1.0,4.68,0,4.86,43,2.0,2.0,28.0,41.39877,5.0,318,1.0,262.0,4.81,2.17755
138,Sant Antoni,4.92,4.98,18,6.0,90,4.97,2.2,3.0,4.96,18.0,3.0,0.0,0.3,4.87,3,4.83,34,3.0,5.0,6.7,41.37535,3.0,172,3.0,284.0,4.95,2.16727
139,el Baix Guinardó,4.84,4.98,0,1.0,120,4.98,2.0,0.0,4.8,44.0,1.0,1.0,0.0,4.8,0,4.78,0,1.0,1.0,1.0,41.40987,31.0,0,1.0,128.0,4.86,2.17203
140,Sant Antoni,4.91,4.97,4,1.0,30,4.96,4.0,1.0,4.86,18.0,2.0,0.0,0.3,4.83,2,4.89,10,6.0,1.0,6.7,41.38075,2.0,69,1.0,180.0,4.86,2.15804
141,l'Antiga Esquerra de l'Eixample,4.64,4.81,7,16.0,364,4.85,2.0,4.0,4.61,18.0,2.0,3.0,0.3,4.55,0,4.92,15,4.0,12.0,6.7,41.38324,2.0,279,7.0,176.0,4.7,2.15969
142,el Poblenou,4.96,4.98,6,1.0,124,4.94,2.0,0.0,4.95,83.0,1.0,1.0,0.0,4.91,0,4.84,6,2.0,1.0,2.0,41.39856,32.0,6,1.0,128.0,4.94,2.19701
143,la Sagrada Família,4.7,5.0,60,18.5,1125,4.75,2.0,6.7,4.7,4.0,2.0,0.0,0.0,4.5,30,4.75,90,5.0,13.8,0.0,41.40263,1.0,365,13.1,259.0,4.7,2.17072
144,Sant Gervasi - Galvany,4.24,4.48,6,11.0,90,4.48,5.0,5.0,4.13,54.0,3.0,0.0,0.0,4.15,2,4.48,26,3.0,6.0,7.0,41.39653,2.0,243,5.0,225.0,4.7,2.1442
145,el Barri Gòtic,4.84,4.86,23,1.0,320,4.9,2.0,1.0,4.76,50.0,2.0,0.0,1.0,4.67,6,4.84,53,4.0,1.0,20.0,41.37918,7.0,143,1.0,249.0,4.84,2.17733
146,la Barceloneta,4.7,4.8,7,42.0,1125,4.4,4.0,17.0,4.33,5.0,3.0,0.0,0.0,4.0,7,5.0,7,4.0,22.0,0.0,41.38113,60.0,52,17.0,128.0,4.7,2.18897
147,la Sagrada Família,4.7,4.5,60,18.5,1125,4.5,3.0,6.7,4.7,2.0,1.0,0.0,0.0,4.0,30,4.5,90,3.0,13.8,0.0,41.40213,1.0,365,13.1,212.0,4.7,2.17083
148,el Raval,5.0,4.8,60,13.0,32,5.0,4.0,11.0,4.7,1.0,1.5,0.0,0.0,4.5,30,5.0,90,4.0,11.0,0.0,41.38192,31.0,365,11.0,68.0,4.7,2.1669
149,"Sant Pere, Santa Caterina i la Ribera",4.67,4.87,42,2.0,32,4.88,1.0,0.0,4.8,52.0,1.0,2.0,0.0,4.81,12,5.0,72,1.0,2.0,1.0,41.38361,7.0,72,2.0,55.0,4.83,2.18552
150,la Nova Esquerra de l'Eixample,4.65,4.89,14,6.0,120,4.89,4.0,2.0,4.58,18.0,3.0,0.0,1.0,4.57,5,4.68,44,5.0,2.0,6.7,41.38201,4.0,220,2.0,174.0,4.74,2.14828
151,Navas,4.44,4.84,0,12.0,365,4.78,2.0,0.0,4.69,32.0,1.0,1.0,0.0,4.53,0,4.63,0,2.0,1.0,0.0,41.4177,13.5,0,1.0,128.0,4.38,2.18694
152,"Sant Pere, Santa Caterina i la Ribera",4.84,4.91,56,3.0,1125,4.89,1.0,1.0,4.82,45.0,1.0,0.0,0.0,4.73,30,4.86,56,2.0,2.0,0.0,41.3851,32.0,56,1.0,100.0,4.8,2.18164
153,Sant Antoni,4.77,4.91,0,1.0,1125,4.93,1.0,1.0,4.75,18.0,1.0,0.0,0.3,4.71,0,4.84,1,2.0,1.0,6.7,41.37641,1.0,231,1.0,112.0,4.8,2.15895
154,Sant Gervasi - Galvany,4.8,4.88,57,3.0,90,4.82,2.0,0.0,4.84,100.0,1.0,3.0,0.0,4.84,27,4.94,87,2.0,3.0,0.0,41.39748,31.0,362,3.0,128.0,4.85,2.15357
155,la Bordeta,4.88,4.98,0,4.0,1125,4.98,1.0,1.0,4.9,41.0,1.0,0.0,0.0,4.76,0,4.59,0,3.0,3.0,3.0,41.36886,32.0,260,1.0,65.0,4.85,2.13279
156,Sant Martí de Provençals,4.67,4.86,22,128.0,400,4.83,3.0,7.0,4.53,18.0,3.0,0.0,2.0,4.39,9,4.8,52,6.0,13.8,7.0,41.41626,2.0,86,7.0,224.0,4.49,2.20149
157,la Nova Esquerra de l'Eixample,4.95,4.95,54,2.0,360,4.9,1.0,0.0,4.89,111.0,1.0,2.0,0.0,4.85,29,4.93,57,2.0,2.0,2.0,41.38192,30.0,332,2.0,48.0,4.86,2.15563
158,la Nova Esquerra de l'Eixample,4.92,4.92,40,2.0,100,4.84,1.0,0.0,4.75,89.0,1.0,2.0,0.0,4.66,10,4.88,70,2.0,2.0,1.0,41.3819,30.0,345,2.0,39.0,4.85,2.15419
159,Sants,4.66,4.8,0,1.0,30,4.88,2.0,1.0,4.75,52.0,1.0,0.0,0.0,4.62,0,4.76,0,2.0,1.0,5.0,41.37518,5.0,0,1.0,128.0,4.78,2.14026
160,la Barceloneta,4.74,4.96,0,2.0,365,5.0,1.0,2.0,4.93,70.0,1.0,0.0,1.0,4.84,0,4.93,0,2.0,2.0,5.0,41.37877,32.0,54,2.0,70.0,4.94,2.19063
161,la Sagrada Família,4.84,4.8,0,2.0,365,4.75,1.0,0.0,4.59,56.0,1.0,2.0,2.0,4.71,0,4.63,19,2.0,2.0,4.0,41.40315,30.0,20,2.0,30.0,4.64,2.18462
162,el Clot,4.4,4.9,0,1.0,60,4.7,2.0,0.0,4.78,10.0,1.0,1.0,0.0,4.5,0,4.5,0,3.0,1.0,0.0,41.40562,7.0,0,1.0,128.0,4.3,2.18658
163,el Fort Pienc,4.86,4.92,26,1.0,45,4.94,2.2,1.0,4.86,18.0,1.5,0.0,0.3,4.8,10,4.84,56,3.0,1.0,21.0,41.3969,3.0,308,1.0,133.4,4.92,2.17842
164,el Putxet i el Farró,4.84,4.9,11,1.0,1125,4.91,2.2,1.0,4.87,18.0,1.5,0.0,0.3,4.81,2,4.67,29,3.0,1.0,6.7,41.41015,2.0,195,1.0,290.0,4.9,2.14451
165,el Poblenou,4.71,4.75,25,1.0,90,4.76,5.0,1.0,4.68,18.0,3.0,0.0,2.0,4.52,5,4.77,55,7.0,1.0,34.0,41.399,3.0,173,1.0,215.0,4.77,2.2062
166,Navas,4.7,4.8,0,1.0,90,4.8,2.0,0.0,4.5,2.0,1.0,1.0,0.0,4.5,0,4.8,0,1.0,1.0,0.0,41.41508,3.0,0,1.0,128.0,4.7,2.18857
167,el Raval,4.7,4.52,2,18.5,330,4.63,2.0,39.0,4.35,27.0,1.0,3.0,0.0,4.11,2,4.7,2,4.0,42.0,2.0,41.3817,32.0,229,42.0,44.0,4.7,2.17195
168,Vallcarca i els Penitents,4.63,4.92,25,3.0,1125,4.9,1.0,0.0,4.84,72.0,1.0,2.0,1.0,4.87,0,4.75,25,1.0,2.0,3.0,41.413368225097656,31.0,114,2.0,28.0,4.83,2.138876914978028
169,el Barri Gòtic,4.83,4.82,20,1.0,1125,4.7,1.0,0.0,4.55,18.0,1.0,1.0,0.3,4.63,4,4.8,46,2.0,1.0,6.7,41.3801,3.0,231,1.0,75.0,4.76,2.17693
170,la Dreta de l'Eixample,4.55,4.66,38,13.0,365,4.65,2.0,12.0,4.51,18.0,1.0,0.0,1.0,4.55,8,4.9,67,5.0,12.0,40.0,41.39401,2.0,184,12.0,277.0,4.68,2.17159
171,la Barceloneta,4.605955597800259,4.717400013580498,60,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,30,4.742934066680247,90,3.0,13.8,0.0,41.38188,2.0,365,13.1,259.0,4.639845192829983,2.18968
172,el Poblenou,4.76,4.89,12,2.0,93,4.76,1.0,0.0,4.77,18.0,1.0,1.0,0.0,4.75,3,4.85,12,2.0,1.0,5.0,41.40231,31.0,95,1.0,21.0,4.81,2.20085
173,la Sagrada Família,4.72,4.86,5,1.0,1125,4.95,1.0,1.0,4.78,18.0,1.0,0.0,2.0,4.71,4,4.89,34,2.0,1.0,6.7,41.40275,6.0,297,1.0,180.0,4.85,2.17698
174,Sant Antoni,4.87,4.99,6,1.0,30,4.98,3.0,1.0,4.82,18.0,2.0,0.0,0.3,4.78,2,4.89,17,6.0,1.0,6.7,41.37971,2.0,93,1.0,180.0,4.84,2.1575
175,la Dreta de l'Eixample,4.87,4.9,1,16.0,30,4.95,1.0,10.0,4.87,18.0,2.0,0.0,2.0,4.82,0,4.89,10,5.0,15.0,36.0,41.39987,3.0,127,10.0,185.0,4.93,2.17047
176,la Vila de Gràcia,4.87,4.97,0,1.0,100,4.97,2.0,1.0,4.88,18.0,2.0,0.0,0.0,4.81,0,4.93,0,2.0,1.0,0.0,41.40427,7.0,0,1.0,128.0,4.93,2.15159
177,"Sant Pere, Santa Caterina i la Ribera",4.17,4.79,51,1.0,45,4.81,2.0,0.0,4.65,18.0,1.0,1.0,2.0,4.57,21,4.93,81,2.0,1.0,19.0,41.38333,31.0,356,1.0,128.0,4.64,2.18095
178,la Barceloneta,4.7,4.84,33,2.0,40,4.85,1.0,0.0,4.53,18.0,1.0,1.0,2.0,4.51,9,4.91,63,1.0,1.0,7.0,41.37722,31.0,63,1.0,105.0,4.39,2.18944
179,el Barri Gòtic,4.48,4.83,55,2.0,14,4.87,2.0,1.0,4.5,35.0,1.5,0.0,0.0,4.52,30,4.48,85,3.0,2.0,2.0,41.37781,2.0,360,1.0,128.0,4.57,2.18445
180,la Dreta de l'Eixample,4.71,4.71,48,13.0,180,4.76,3.0,12.0,4.55,78.0,3.0,0.0,0.3,4.52,18,4.83,77,6.0,12.0,34.0,41.39268,2.0,193,12.0,349.0,4.73,2.17214
181,la Dreta de l'Eixample,4.68,4.45,33,13.0,180,4.7,3.0,12.0,4.67,18.0,3.0,0.0,0.0,4.56,8,4.85,59,6.0,12.0,40.0,41.39184,2.0,176,12.0,340.0,4.7,2.17146
182,la Sagrada Família,4.61,4.84,13,7.0,760,4.8,1.0,3.0,4.76,95.0,1.0,0.0,1.0,4.67,1,4.82,43,2.0,3.0,18.0,41.40181,7.0,318,3.0,229.0,4.87,2.1761
183,la Vila de Gràcia,5.0,5.0,60,117.0,760,5.0,3.0,32.0,4.7,2.0,3.0,0.0,0.0,5.0,30,5.0,90,4.0,37.0,0.0,41.40417,32.0,365,32.0,110.0,5.0,2.15228
184,el Raval,4.5,5.0,0,117.0,760,5.0,5.0,32.0,4.7,2.0,1.5,0.0,0.0,4.5,0,5.0,0,6.0,37.0,0.0,41.37936,32.0,0,32.0,74.0,5.0,2.17376
185,la Vila de Gràcia,4.79,4.86,11,11.0,1125,4.87,4.0,1.0,4.81,18.0,2.0,0.0,0.3,4.71,0,4.81,41,6.0,4.0,6.7,41.40709,1.0,252,1.0,206.0,4.85,2.15523
186,la Barceloneta,4.89,4.93,16,2.0,1125,4.9,4.0,2.0,4.91,18.0,2.0,0.0,0.3,4.72,8,4.97,46,4.0,2.0,32.0,41.377438,3.0,309,2.0,279.0,4.93,2.188638
187,el Raval,4.71,4.78,23,2.0,30,4.69,6.0,2.0,4.73,18.0,3.0,0.0,0.3,4.6,10,4.92,53,6.0,2.0,6.7,41.3848,2.0,328,2.0,220.0,4.77,2.16546
188,la Sagrada Família,4.605955597800259,4.717400013580498,60,18.5,730,4.713566191446029,2.0,6.7,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,30,4.742934066680247,90,3.0,13.8,0.0,41.40187,31.0,365,13.1,140.0,4.639845192829983,2.17208
189,la Sagrada Família,4.31,4.8,28,93.0,1125,4.8,3.0,28.0,4.26,99.0,2.0,0.0,0.0,4.16,6,4.84,58,6.0,28.0,0.0,41.40118,1.0,114,28.0,192.0,4.36,2.17793
190,la Bordeta,4.94,4.93,4,3.0,10,4.92,1.0,0.0,4.86,18.0,1.0,2.0,0.3,4.82,0,4.74,17,2.0,2.0,6.7,41.37206,1.0,93,2.0,60.0,4.9,2.14117
191,el Poblenou,4.49,4.64,54,1.0,730,4.6,2.0,1.0,4.61,83.0,2.0,0.0,1.0,4.43,24,4.7,84,6.0,1.0,19.0,41.40618,4.0,84,1.0,295.0,4.66,2.20279
192,l'Antiga Esquerra de l'Eixample,4.7,5.0,33,15.0,31,5.0,2.2,1.0,4.7,1.0,1.5,0.0,0.0,4.0,8,5.0,57,3.0,8.0,0.0,41.39078,5.0,147,1.0,133.4,4.7,2.15916
193,l'Antiga Esquerra de l'Eixample,4.97,4.94,0,2.0,1125,4.96,2.0,1.0,4.92,18.0,3.0,0.0,0.0,4.8,0,4.84,0,3.0,2.0,20.0,41.38347,4.0,0,1.0,128.0,4.93,2.15802
194,Sant Antoni,4.73,4.77,14,8.0,1125,4.82,1.0,1.0,4.65,18.0,1.0,0.0,2.0,4.55,12,4.77,14,2.0,1.0,19.0,41.3778,7.0,20,1.0,115.0,4.76,2.1582
195,l'Antiga Esquerra de l'Eixample,4.71,4.79,10,47.0,365,4.88,2.0,45.0,4.72,18.0,2.0,0.0,1.0,4.63,1,4.89,19,4.0,45.0,6.7,41.3895,3.0,65,45.0,239.0,4.81,2.15769
196,el Poble Sec,4.7,5.0,60,18.5,365,5.0,2.0,6.7,4.7,2.0,2.0,0.0,0.0,4.5,30,4.5,90,6.0,13.8,0.0,41.37314,1.0,365,13.1,128.0,4.7,2.16789
197,el Barri Gòtic,4.55,4.82,60,18.5,365,4.91,5.0,6.7,4.18,13.0,2.0,0.0,0.0,4.09,30,4.73,90,5.0,13.8,0.0,41.37938,1.0,365,13.1,259.0,4.7,2.18111
198,el Fort Pienc,4.89,4.97,41,4.0,60,4.97,4.0,1.0,4.86,95.0,3.0,0.0,0.0,4.66,11,4.93,71,5.0,1.0,33.0,41.39544,5.0,161,1.0,133.4,4.81,2.17887
199,la Nova Esquerra de l'Eixample,4.44,4.69,10,11.0,90,4.63,2.2,5.0,4.15,59.0,1.5,0.0,0.0,4.1,3,4.61,23,3.0,6.0,7.0,41.38496,2.0,213,5.0,271.0,4.29,2.14292
200,Sant Antoni,4.69,4.89,15,49.0,365,4.87,4.0,2.0,4.53,18.0,2.0,0.0,0.0,4.45,3,4.71,36,4.0,36.0,11.0,41.37752,1.0,264,2.0,181.0,4.62,2.16021
201,la Maternitat i Sant Ramon,4.89,4.78,39,3.0,500,4.89,3.0,1.0,4.89,9.0,3.0,0.0,1.0,4.89,9,5.0,69,5.0,2.0,5.0,41.37606,21.0,159,1.0,140.0,4.89,2.2
202,la Nova Esquerra de l'Eixample,4.63,5.0,0,3.0,1125,5.0,0.0,0.0,4.75,16.0,1.0,2.0,0.0,4.67,0,5.0,0,1.0,2.0,0.0,41.38083,30.0,67,2.0,35.0,4.94,2.15674
203,el Poblenou,4.75,4.82,22,2.0,28,4.76,2.0,1.0,4.67,18.0,2.0,0.0,0.0,4.55,4,4.68,52,4.0,1.0,4.0,41.39698,4.0,320,1.0,140.0,4.67,2.19963
204,la Nova Esquerra de l'Eixample,4.5,5.0,0,1.0,1125,5.0,2.0,0.0,4.25,4.0,1.0,1.0,0.0,4.75,0,4.5,0,2.0,1.0,0.0,41.38107,2.0,0,1.0,128.0,4.5,2.14446
205,la Nova Esquerra de l'Eixample,5.0,5.0,0,2.0,365,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,0,5.0,0,1.0,1.0,0.0,41.38602,32.0,0,1.0,128.0,5.0,2.14419
206,la Nova Esquerra de l'Eixample,4.83,4.83,21,34.0,1125,4.79,4.0,14.0,4.67,18.0,3.0,0.0,1.0,4.58,7,4.79,51,6.0,14.0,16.0,41.38306672940918,1.0,326,14.0,194.0,4.77,2.1551754500947617
207,Sarrià,4.75,4.84,43,34.0,1125,4.88,6.0,14.0,4.76,85.0,3.0,0.0,0.0,4.54,17,4.71,72,6.0,14.0,8.0,41.39175721131073,1.0,89,14.0,311.0,4.75,2.125056260360505
208,el Coll,4.59,4.88,8,2.0,365,4.86,5.0,2.0,4.6,18.0,2.0,0.0,0.3,4.57,7,4.46,33,6.0,2.0,6.7,41.42042,3.0,289,2.0,157.0,4.6,2.148
209,el Parc i la Llacuna del Poblenou,4.89,4.95,15,1.0,120,4.96,2.0,1.0,4.93,18.0,1.0,0.0,1.0,4.79,8,4.94,27,4.0,1.0,22.0,41.39086,7.0,176,1.0,159.0,4.94,2.18803
210,la Nova Esquerra de l'Eixample,4.79,4.74,60,18.5,1125,4.95,2.0,6.7,4.65,19.0,1.0,0.0,0.0,4.53,30,4.63,90,2.0,13.8,0.0,41.38839,30.0,365,13.1,140.0,4.68,2.15019
211,el Raval,4.605955597800259,4.717400013580498,59,7.0,1125,4.713566191446029,1.0,3.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,29,4.742934066680247,89,2.0,3.0,0.0,41.37783,32.0,364,3.0,124.0,4.639845192829983,2.16624
212,"Sant Pere, Santa Caterina i la Ribera",4.7,4.9,60,18.5,365,4.6,2.0,6.7,4.9,10.0,3.0,0.0,1.0,4.8,30,5.0,90,6.0,13.8,3.0,41.38493,31.0,365,13.1,128.0,4.8,2.1809
213,la Vila Olímpica del Poblenou,5.0,5.0,60,18.5,365,5.0,2.0,6.7,4.88,8.0,2.0,0.0,0.0,4.83,30,4.67,90,5.0,13.8,0.0,41.39383,31.0,365,13.1,128.0,4.67,2.19813
214,la Vila de Gràcia,4.72,4.62,10,11.0,150,4.74,2.0,4.0,4.69,18.0,1.0,0.0,1.0,4.62,5,4.84,40,3.0,8.0,30.0,41.40697,3.0,86,4.0,193.0,4.77,2.16106
215,el Putxet i el Farró,5.0,4.89,32,68.0,3,5.0,1.0,1.0,4.92,38.0,1.0,3.0,0.0,4.84,12,4.92,55,2.0,4.0,29.0,41.40235,1.0,55,4.0,105.0,4.92,2.14709
216,el Parc i la Llacuna del Poblenou,4.68,4.72,33,3.0,60,4.65,1.0,1.0,4.62,18.0,1.0,0.0,2.0,4.46,3,4.67,63,4.0,3.0,39.0,41.40286,2.0,153,1.0,215.0,4.66,2.19615
217,el Poble Sec,4.62,4.82,5,1.0,1125,4.78,2.0,1.0,4.64,18.0,2.0,0.0,2.0,4.51,2,4.72,12,5.0,1.0,19.0,41.37335,3.0,255,1.0,150.0,4.68,2.15589
218,la Dreta de l'Eixample,4.84,4.91,34,10.0,330,4.9,4.0,6.0,4.89,18.0,3.0,0.0,0.3,4.78,8,4.95,59,7.0,7.0,6.7,41.39025,3.0,328,6.0,133.4,4.93,2.16474
219,"Sant Pere, Santa Caterina i la Ribera",4.91,4.86,0,1.0,1125,4.83,2.0,0.0,4.76,18.0,1.0,1.0,0.0,4.8,0,4.9,0,2.0,1.0,0.0,41.38697,32.0,0,1.0,128.0,4.85,2.17781
220,el Parc i la Llacuna del Poblenou,4.67,4.92,39,6.0,90,4.91,4.0,1.0,4.82,18.0,3.0,0.0,0.0,4.67,15,4.51,39,6.0,4.0,30.0,41.40062,4.0,39,1.0,199.0,4.81,2.18952
221,la Dreta de l'Eixample,4.83,4.79,0,1.0,15,4.91,2.0,0.0,4.73,78.0,1.0,1.0,0.0,4.69,0,4.95,0,2.0,1.0,0.0,41.39031,7.0,0,1.0,128.0,4.61,2.17563
222,Sant Antoni,4.48,4.74,3,24.0,30,4.83,1.0,11.0,4.41,18.0,1.0,0.0,2.0,4.34,2,4.7,21,3.0,15.0,34.0,41.3773,1.0,77,11.0,123.0,4.59,2.16308
223,el Camp d'en Grassot i Gràcia Nova,4.91,4.84,3,3.0,90,4.88,4.0,3.0,4.8,69.0,2.0,0.0,0.3,4.58,1,4.93,25,5.0,3.0,29.0,41.40466,3.0,260,3.0,135.0,4.67,2.17147
224,el Poble Sec,4.78,4.9,9,1.0,365,4.89,1.0,1.0,4.75,73.0,1.0,0.0,0.0,4.67,6,4.7,11,2.0,1.0,8.0,41.37195,4.0,160,1.0,140.0,4.89,2.16936
225,la Sagrada Família,4.24,4.9,0,1.0,30,4.67,2.0,0.0,4.56,21.0,1.0,1.0,0.0,4.67,0,4.48,0,2.0,1.0,0.0,41.40843,1.0,0,1.0,128.0,4.62,2.17494
226,el Raval,4.69,4.82,0,4.0,90,4.62,1.0,0.0,4.52,54.0,1.0,2.0,0.0,4.63,0,4.52,11,2.0,4.0,2.0,41.37571,31.0,233,2.0,21.0,4.73,2.17118
227,la Vila Olímpica del Poblenou,4.76,4.82,0,2.0,365,5.0,2.0,1.0,4.62,17.0,2.0,0.0,0.0,4.47,0,4.94,0,4.0,1.0,0.0,41.38777,31.0,230,1.0,220.0,4.53,2.19601
228,la Dreta de l'Eixample,4.86,4.98,14,2.0,1125,4.99,3.0,2.0,4.88,18.0,1.0,0.0,0.3,4.83,3,4.98,44,3.0,2.0,6.7,41.39076,6.0,44,2.0,160.0,4.91,2.17503
229,la Dreta de l'Eixample,4.76,4.88,14,23.0,1125,4.89,4.0,13.0,4.78,18.0,3.0,0.0,0.3,4.69,4,4.83,44,5.0,13.0,6.7,41.39782414629114,2.0,315,13.0,194.0,4.77,2.170576755958843
230,l'Antiga Esquerra de l'Eixample,4.43,4.74,6,115.0,1122,4.82,6.0,38.0,4.49,18.0,1.5,0.0,0.0,4.55,4,4.81,19,3.0,52.0,11.0,41.3838,2.0,188,38.0,173.0,4.59,2.15663
231,el Poblenou,4.51,4.77,28,4.0,1125,4.63,3.0,0.0,4.5,18.0,1.0,1.0,0.0,4.57,0,4.82,31,3.0,1.0,4.0,41.40175,30.0,303,1.0,25.0,4.57,2.19831
232,el Barri Gòtic,4.65,4.87,18,3.0,340,4.8,1.0,0.0,4.68,84.0,1.0,1.0,0.0,4.67,0,4.94,18,2.0,2.0,26.0,41.38444,31.0,81,1.0,91.0,4.74,2.17191
233,el Poblenou,4.62,4.97,0,3.0,30,4.98,2.0,0.0,4.67,88.0,1.0,1.0,0.0,4.63,0,4.88,0,3.0,1.0,0.0,41.39944,2.0,0,1.0,128.0,4.71,2.20678
234,el Poble Sec,4.75,4.82,18,10.0,1125,4.8,2.0,7.0,4.68,18.0,1.0,0.0,0.3,4.52,1,4.79,36,4.0,8.0,6.7,41.37353,3.0,311,7.0,148.0,4.81,2.16131
235,la Prosperitat,4.605955597800259,4.717400013580498,57,3.0,180,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,27,4.742934066680247,87,1.0,2.0,0.0,41.4,13.5,87,2.0,128.0,4.639845192829983,2.17985
236,Vallcarca i els Penitents,4.8,5.0,0,3.0,120,4.93,2.0,0.0,4.87,30.0,1.0,1.0,0.0,4.69,0,4.79,0,1.0,1.0,0.0,41.40853,14.0,0,1.0,128.0,4.73,2.1493
237,el Poblenou,4.93,4.92,7,1.0,35,4.95,2.0,0.0,4.83,18.0,1.0,1.0,0.0,4.83,0,4.86,19,1.0,1.0,4.0,41.40194,32.0,19,1.0,128.0,4.87,2.20217
238,la Dreta de l'Eixample,4.86,4.88,24,17.0,1124,4.92,6.0,16.0,4.83,18.0,1.5,0.0,0.3,4.71,9,4.99,42,3.0,16.0,18.0,41.39362,3.0,197,16.0,133.4,4.78,2.16868
